PA1 timing test,
srun -N2 PA1 10000 30 10000,
The following timings are the average of 30 tests:,
Integers , Seconds
4715,0.000429933
4716,0.000429867
4717,0.000429867
4718,0.00043
4719,0.000429767
4720,0.0004299
4721,0.000429867
4722,0.000429867
4723,0.00043
4724,0.00043
4725,0.000429733
4726,0.0004299
4727,0.000429933
4728,0.000429933
4729,0.000429967
4730,0.0004299
4731,0.000429867
4732,0.0004299
4733,0.000429967
4734,0.000429833
4735,0.00043
4736,0.000429733
4737,0.000429833
4738,0.000429967
4739,0.000429867
4740,0.000429867
4741,0.000429867
4742,0.0004299
4743,0.000429933
4744,0.000429833
4745,0.000429767
4746,0.000429867
4747,0.000429967
4748,0.0004299
4749,0.00043
4750,0.000429867
4751,0.000429933
4752,0.000429833
4753,0.000429933
4754,0.000429833
4755,0.000429967
4756,0.000429933
4757,0.000429933
4758,0.000429867
4759,0.000429867
4760,0.000429933
4761,0.00043
4762,0.000429867
4763,0.0004391
4764,0.000429833
4765,0.000429833
4766,0.000429933
4767,0.000434633
4768,0.000429967
4769,0.0004299
4770,0.000429767
4771,0.000429933
4772,0.000429867
4773,0.000429867
4774,0.000429867
4775,0.00043
4776,0.000429933
4777,0.000429833
4778,0.000429867
4779,0.000429867
4780,0.000429833
4781,0.000429833
4782,0.0004299
4783,0.000429933
4784,0.0004299
4785,0.000429833
4786,0.000429967
4787,0.0004299
4788,0.000429767
4789,0.000429833
4790,0.000429967
4791,0.000429767
4792,0.000429933
4793,0.000429867
4794,0.000429867
4795,0.0004298
4796,0.00043
4797,0.000429833
4798,0.0004299
4799,0.000429933
4800,0.0004298
4801,0.000429933
4802,0.0004299
4803,0.000429833
4804,0.000429867
4805,0.000429933
4806,0.000429933
4807,0.0004299
4808,0.000429767
4809,0.0004298
4810,0.000429867
4811,0.000429867
4812,0.000429933
4813,0.000429867
4814,0.000429833
4815,0.0004299
4816,0.0004299
4817,0.000429867
4818,0.0004299
4819,0.000439467
4820,0.0004299
4821,0.000429967
4822,0.000429767
4823,0.000429833
4824,0.000429933
4825,0.000434533
4826,0.000429767
4827,0.000429967
4828,0.000429767
4829,0.0004299
4830,0.000429833
4831,0.0004347
4832,0.000429967
4833,0.000429833
4834,0.000429933
4835,0.0004346
4836,0.000429933
4837,0.000429933
4838,0.000434667
4839,0.0004299
4840,0.0004299
4841,0.000434667
4842,0.0004298
4843,0.000429967
4844,0.000444133
4845,0.000434833
4846,0.000439367
4847,0.0004395
4848,0.0004394
4849,0.000429633
4850,0.0004443
4851,0.000444133
4852,0.000439567
4853,0.000449033
4854,0.000444167
4855,0.0004443
4856,0.000453733
4857,0.000463333
4858,0.000453667
4859,0.0004539
4860,0.000458567
4861,0.000477633
4862,0.000453833
4863,0.000458533
4864,0.000453867
4865,0.000453733
4866,0.000448933
4867,0.0004538
4868,0.0004538
4869,0.000453733
4870,0.000453867
4871,0.0004634
4872,0.000477633
4873,0.000482367
4874,0.000482467
4875,0.000487267
4876,0.0004872
4877,0.0004776
4878,0.000487167
4879,0.000482467
4880,0.0004919
4881,0.000496767
4882,0.000506267
4883,0.000496867
4884,0.000492
4885,0.0004871
4886,0.0005017
4887,0.000515767
4888,0.0005016
4889,0.000506467
4890,0.000506333
4891,0.0005016
4892,0.000506267
4893,0.0004967
4894,0.000496833
4895,0.0005112
4896,0.000506267
4897,0.000506333
4898,0.000506533
4899,0.0005206
4900,0.0005064
4901,0.000510967
4902,0.0005255
4903,0.000516033
4904,0.000525367
4905,0.000535033
4906,0.000544533
4907,0.000539767
4908,0.000554167
4909,0.000558867
4910,0.000573233
4911,0.000559
4912,0.0005589
4913,0.000568467
4914,0.0005732
4915,0.0005733
4916,0.000568533
4917,0.000573267
4918,0.0005732
4919,0.0005732
4920,0.0005733
4921,0.000573167
4922,0.0005732
4923,0.000573367
4924,0.000573233
4925,0.000573233
4926,0.0005731
4927,0.0005732
4928,0.000573333
4929,0.000573233
4930,0.000573267
4931,0.000573233
4932,0.000573267
4933,0.000573367
4934,0.000573133
4935,0.000573333
4936,0.0005732
4937,0.000573067
4938,0.000573333
4939,0.000573067
4940,0.000573233
4941,0.000573167
4942,0.000573267
4943,0.000573333
4944,0.0005731
4945,0.000573133
4946,0.000573067
4947,0.0005733
4948,0.000573233
4949,0.000573133
4950,0.000573233
4951,0.000573167
4952,0.000573233
4953,0.000573267
4954,0.0005733
4955,0.000573167
4956,0.000573367
4957,0.0005732
4958,0.0005731
4959,0.000573333
4960,0.0005733
4961,0.000573133
4962,0.0005733
4963,0.000573233
4964,0.000573133
4965,0.000573133
4966,0.000573433
4967,0.0005732
4968,0.0005729
4969,0.000573367
4970,0.000573133
4971,0.0005733
4972,0.000573367
4973,0.000573167
4974,0.0005734
4975,0.000573267
4976,0.000573333
4977,0.000573133
4978,0.0005733
4979,0.0005731
4980,0.000573267
4981,0.000573267
4982,0.000573267
4983,0.000573267
4984,0.000573333
4985,0.000573233
4986,0.0005731
4987,0.000573233
4988,0.000573233
4989,0.000573333
4990,0.000573267
4991,0.000573267
4992,0.000573233
4993,0.0005733
4994,0.0005733
4995,0.000573233
4996,0.000573333
4997,0.000573267
4998,0.000573267
4999,0.000573167
5000,0.000573233
5001,0.000573233
5002,0.000573267
5003,0.0005732
5004,0.0005732
5005,0.000573167
5006,0.000573233
5007,0.000573367
5008,0.0005732
5009,0.000573267
5010,0.0005733
5011,0.000573233
5012,0.000573233
5013,0.000573333
5014,0.000573333
5015,0.000573267
5016,0.000573233
5017,0.000573333
5018,0.000573233
5019,0.000573167
5020,0.0005733
5021,0.000573133
5022,0.0005734
5023,0.000573267
5024,0.000573167
5025,0.0005733
5026,0.0005736
5027,0.000573
5028,0.000573233
5029,0.000573233
5030,0.0005733
5031,0.000573333
5032,0.0005732
5033,0.0005733
5034,0.000573267
5035,0.000573267
5036,0.0005733
5037,0.000573267
5038,0.000573233
5039,0.0005733
5040,0.000573267
5041,0.000573333
5042,0.000573133
5043,0.000573333
5044,0.000573267
5045,0.000573267
5046,0.0005732
5047,0.000573267
5048,0.000573233
5049,0.000573267
5050,0.0005732
5051,0.000573133
5052,0.0005732
5053,0.000573167
5054,0.000573133
5055,0.0005733
5056,0.000573233
5057,0.0005732
5058,0.000573267
5059,0.000573467
5060,0.0005731
5061,0.000573267
5062,0.000573267
5063,0.000573233
5064,0.000573233
5065,0.0005733
5066,0.000573333
5067,0.0005732
5068,0.000573133
5069,0.000573333
5070,0.000573067
5071,0.000573333
5072,0.0005732
5073,0.000573367
5074,0.0005732
5075,0.000578167
5076,0.0005732
5077,0.0005732
5078,0.000573167
5079,0.000573267
5080,0.0005732
5081,0.0005733
5082,0.000573267
5083,0.0005732
5084,0.000573267
5085,0.0005827
5086,0.000573267
5087,0.000573233
5088,0.0005733
5089,0.000573233
5090,0.000573233
5091,0.0005732
5092,0.0005731
5093,0.0005733
5094,0.000573233
5095,0.000573233
5096,0.0005733
5097,0.000573167
5098,0.0005732
5099,0.000573333
5100,0.000573233
5101,0.000573167
5102,0.000573233
5103,0.0005731
5104,0.0005733
5105,0.0005732
5106,0.000573267
5107,0.0005734
5108,0.000573233
5109,0.000573267
5110,0.0005732
5111,0.000573167
5112,0.000573267
5113,0.000573233
5114,0.000573033
5115,0.0005733
5116,0.000573233
5117,0.0005732
5118,0.000573333
5119,0.000573333
5120,0.000573133
5121,0.0005732
5122,0.0005732
5123,0.0005732
5124,0.000573267
5125,0.000573167
5126,0.000573233
5127,0.000573133
5128,0.000573233
5129,0.000573233
5130,0.000573133
5131,0.000573367
5132,0.000573167
5133,0.000573
5134,0.000573233
5135,0.0005731
5136,0.0005732
5137,0.0005734
5138,0.000573233
5139,0.0005732
5140,0.000573267
5141,0.0005731
5142,0.000573333
5143,0.000573133
5144,0.0005733
5145,0.000573233
5146,0.000573233
5147,0.000573267
5148,0.0005732
5149,0.000573233
5150,0.000573167
5151,0.000573067
5152,0.0005733
5153,0.000573233
5154,0.000573167
5155,0.0005732
5156,0.0005734
5157,0.000573233
5158,0.0005733
5159,0.0005731
5160,0.000573167
5161,0.000573167
5162,0.000573367
5163,0.0005731
5164,0.0005733
5165,0.0005733
5166,0.0005732
5167,0.0005732
5168,0.000573333
5169,0.000573233
5170,0.0005732
5171,0.000573233
5172,0.000573333
5173,0.000572733
5174,0.0005733
5175,0.0005731
5176,0.000573267
5177,0.000573167
5178,0.0005732
5179,0.000573267
5180,0.0005733
5181,0.000573167
5182,0.000573267
5183,0.0005731
5184,0.000573233
5185,0.000573067
5186,0.000573333
5187,0.000573233
5188,0.000573267
5189,0.0005733
5190,0.0005732
5191,0.000573367
5192,0.0005733
5193,0.0005732
5194,0.000573233
5195,0.0005732
5196,0.000573267
5197,0.000573267
5198,0.000573267
5199,0.000573267
5200,0.000573167
5201,0.0005732
5202,0.0005732
5203,0.000573167
5204,0.000573267
5205,0.000573267
5206,0.000573367
5207,0.0005732
5208,0.0005732
5209,0.000573267
5210,0.000573267
5211,0.000573233
5212,0.000573233
5213,0.000573267
5214,0.0005733
5215,0.0005732
5216,0.0005732
5217,0.0005732
5218,0.0005732
5219,0.000573233
5220,0.0005731
5221,0.0005732
5222,0.000573333
5223,0.0005733
5224,0.000573133
5225,0.000573267
5226,0.000573067
5227,0.000573233
5228,0.000573233
5229,0.000573267
5230,0.000573333
5231,0.0005733
5232,0.000573167
5233,0.0005733
5234,0.0005732
5235,0.000573267
5236,0.0005732
5237,0.000573233
5238,0.000573233
5239,0.000573267
5240,0.000573233
5241,0.000573267
5242,0.000573233
5243,0.000573167
5244,0.000573067
5245,0.000573167
5246,0.000573333
5247,0.0005732
5248,0.000573133
5249,0.000573333
5250,0.000573133
5251,0.000573267
5252,0.0005733
5253,0.000573167
5254,0.0005733
5255,0.000573367
5256,0.0005732
5257,0.0005732
5258,0.0005732
5259,0.000573333
5260,0.000582867
5261,0.000573133
5262,0.000573267
5263,0.0005732
5264,0.000573267
5265,0.0005732
5266,0.000573233
5267,0.000573233
5268,0.0005733
5269,0.0005733
5270,0.000573267
5271,0.000573133
5272,0.000573267
5273,0.0005733
5274,0.0005732
5275,0.000573233
5276,0.000573233
5277,0.000573233
5278,0.000573267
5279,0.0005732
5280,0.0005732
5281,0.000573167
5282,0.000573267
5283,0.0005732
5284,0.000573267
5285,0.0005733
5286,0.0005732
5287,0.000573333
5288,0.0005733
5289,0.000573233
5290,0.000573267
5291,0.000573333
5292,0.000573167
5293,0.0005732
5294,0.000573333
5295,0.000573267
5296,0.000573167
5297,0.000573233
5298,0.000573267
5299,0.000573233
5300,0.0005733
5301,0.000573267
5302,0.0005733
5303,0.000573233
5304,0.0005733
5305,0.0005731
5306,0.000573267
5307,0.000573267
5308,0.000573167
5309,0.000573267
5310,0.000573233
5311,0.0005732
5312,0.000573333
5313,0.000573233
5314,0.000573267
5315,0.0005732
5316,0.000573267
5317,0.000573167
5318,0.000573367
5319,0.000573167
5320,0.0005732
5321,0.000573133
5322,0.0005733
5323,0.000573267
5324,0.000573233
5325,0.000573233
5326,0.000573267
5327,0.000573233
5328,0.0005731
5329,0.000573167
5330,0.000573333
5331,0.0005732
5332,0.0005733
5333,0.000573267
5334,0.000573267
5335,0.000573333
5336,0.0005732
5337,0.000573167
5338,0.000573233
5339,0.000573233
5340,0.000573233
5341,0.000573267
5342,0.0005733
5343,0.000573233
5344,0.000573233
5345,0.000573233
5346,0.0005732
5347,0.000573233
5348,0.000573233
5349,0.000573233
5350,0.000573233
5351,0.000573333
5352,0.000573333
5353,0.0005733
5354,0.0005731
5355,0.0005732
5356,0.000573233
5357,0.000573333
5358,0.000573133
5359,0.000573267
5360,0.0005733
5361,0.000573133
5362,0.000573167
5363,0.000573133
5364,0.000573267
5365,0.0005733
5366,0.000573133
5367,0.0005733
5368,0.000573333
5369,0.000573167
5370,0.000573133
5371,0.0005732
5372,0.000573267
5373,0.000573267
5374,0.000573333
5375,0.000573233
5376,0.000573233
5377,0.000573033
5378,0.000573
5379,0.000573233
5380,0.000573233
5381,0.0005733
5382,0.000573333
5383,0.0005733
5384,0.0005733
5385,0.000573267
5386,0.000573233
5387,0.0005732
5388,0.0005733
5389,0.0005732
5390,0.000573267
5391,0.000573233
5392,0.000573267
5393,0.0005732
5394,0.000573133
5395,0.0005732
5396,0.000573133
5397,0.000573233
5398,0.0005733
5399,0.0005732
5400,0.000573267
5401,0.000573367
5402,0.0005731
5403,0.000573233
5404,0.000573333
5405,0.000573267
5406,0.000573233
5407,0.000573233
5408,0.0005733
5409,0.0005732
5410,0.0005732
5411,0.000573233
5412,0.000573167
5413,0.000573233
5414,0.000573233
5415,0.0005732
5416,0.0005733
5417,0.000573333
5418,0.0005732
5419,0.000573267
5420,0.0005733
5421,0.000573367
5422,0.000573167
5423,0.000573267
5424,0.000573233
5425,0.0005732
5426,0.0005733
5427,0.0005733
5428,0.000573267
5429,0.000573233
5430,0.000573267
5431,0.000573333
5432,0.000573133
5433,0.0005733
5434,0.0005831
5435,0.0005729
5436,0.000573267
5437,0.000573233
5438,0.000573233
5439,0.0005733
5440,0.0005732
5441,0.000573233
5442,0.000573233
5443,0.0005732
5444,0.000573267
5445,0.000573267
5446,0.000573233
5447,0.0005732
5448,0.000573267
5449,0.0005733
5450,0.0005733
5451,0.000573233
5452,0.000573167
5453,0.000573167
5454,0.000573267
5455,0.000573267
5456,0.000573167
5457,0.000573333
5458,0.0005733
5459,0.000573233
5460,0.000573233
5461,0.000573233
5462,0.0005732
5463,0.000573267
5464,0.000573167
5465,0.000573133
5466,0.000573367
5467,0.000573167
5468,0.000573233
5469,0.0005732
5470,0.000573367
5471,0.000573267
5472,0.0005731
5473,0.000573267
5474,0.000573333
5475,0.000573233
5476,0.0005732
5477,0.000573167
5478,0.000573333
5479,0.000573333
5480,0.0005731
5481,0.000573167
5482,0.0005733
5483,0.000573333
5484,0.0005733
5485,0.000573233
5486,0.000573267
5487,0.000573433
5488,0.000573267
5489,0.000573233
5490,0.0005733
5491,0.000573233
5492,0.000573233
5493,0.000573167
5494,0.000573233
5495,0.000573267
5496,0.000573267
5497,0.0005731
5498,0.0005733
5499,0.000573267
5500,0.0005732
5501,0.000573167
5502,0.0005732
5503,0.000573367
5504,0.0005732
5505,0.0005733
5506,0.000573267
5507,0.000573367
5508,0.0005731
5509,0.000573133
5510,0.0005733
5511,0.000573333
5512,0.0005732
5513,0.000573133
5514,0.0005733
5515,0.000573333
5516,0.000573267
5517,0.0005732
5518,0.000573267
5519,0.000573167
5520,0.000573233
5521,0.000573267
5522,0.000573333
5523,0.000573367
5524,0.000573267
5525,0.000573167
5526,0.000573233
5527,0.000573367
5528,0.000573167
5529,0.000573233
5530,0.000573333
5531,0.0005732
5532,0.000573167
5533,0.000573267
5534,0.000573267
5535,0.0005732
5536,0.000573233
5537,0.0005732
5538,0.0005733
5539,0.000573233
5540,0.0005732
5541,0.0005732
5542,0.000573267
5543,0.000573233
5544,0.000573233
5545,0.0005733
5546,0.000573267
5547,0.000573233
5548,0.000573267
5549,0.000573267
5550,0.000573133
5551,0.000573233
5552,0.000573233
5553,0.000573067
5554,0.0005733
5555,0.0005733
5556,0.000573233
5557,0.000573267
5558,0.000573233
5559,0.000573233
5560,0.000573233
5561,0.0005732
5562,0.000573267
5563,0.0005733
5564,0.000573267
5565,0.0005732
5566,0.000573333
5567,0.0005733
5568,0.000573233
5569,0.0005733
5570,0.0005732
5571,0.000573133
5572,0.0005732
5573,0.000573167
5574,0.0005732
5575,0.000573133
5576,0.000573267
5577,0.000573167
5578,0.0005732
5579,0.000573233
5580,0.0005732
5581,0.000573267
5582,0.000573167
5583,0.0005728
5584,0.000573233
5585,0.000573233
5586,0.000573233
5587,0.0005732
5588,0.000573233
5589,0.0005732
5590,0.000573267
5591,0.0005733
5592,0.000573167
5593,0.0005732
5594,0.0005731
5595,0.000573267
5596,0.0005732
5597,0.000573167
5598,0.000573267
5599,0.000573233
5600,0.000573267
5601,0.000573233
5602,0.0005733
5603,0.0005732
5604,0.000573333
5605,0.0005732
5606,0.0005733
5607,0.000573367
5608,0.0005732
5609,0.000582833
5610,0.0005733
5611,0.000573267
5612,0.0005732
5613,0.000573167
5614,0.000573267
5615,0.0005732
5616,0.000573167
5617,0.0005732
5618,0.000573233
5619,0.000573333
5620,0.0005732
5621,0.000573167
5622,0.0005733
5623,0.000573233
5624,0.000573367
5625,0.0005731
5626,0.000573267
5627,0.000573233
5628,0.000573233
5629,0.0005732
5630,0.0005732
5631,0.000573333
5632,0.000573233
5633,0.000573233
5634,0.000573133
5635,0.000573267
5636,0.000573133
5637,0.000573267
5638,0.0005732
5639,0.000573167
5640,0.000573167
5641,0.000573233
5642,0.000573233
5643,0.0005733
5644,0.0005733
5645,0.0005732
5646,0.0005732
5647,0.000573267
5648,0.000573267
5649,0.000573167
5650,0.0005732
5651,0.000573267
5652,0.000573167
5653,0.000573233
5654,0.000573267
5655,0.000573233
5656,0.000573233
5657,0.0005732
5658,0.000573233
5659,0.000573267
5660,0.000573267
5661,0.000573133
5662,0.0005732
5663,0.000573233
5664,0.0005733
5665,0.000573233
5666,0.0005733
5667,0.000573233
5668,0.000573267
5669,0.0005732
5670,0.000573267
5671,0.000573233
5672,0.000573233
5673,0.000573233
5674,0.000573233
5675,0.0005733
5676,0.000573233
5677,0.000573267
5678,0.000573133
5679,0.000573233
5680,0.000573267
5681,0.000573167
5682,0.0005732
5683,0.0005733
5684,0.000573267
5685,0.000573267
5686,0.000573267
5687,0.000573167
5688,0.000573233
5689,0.000573233
5690,0.0005732
5691,0.000573233
5692,0.000573167
5693,0.000573167
5694,0.0005732
5695,0.000573267
5696,0.000573133
5697,0.000573333
5698,0.0005732
5699,0.000573333
5700,0.000573233
5701,0.000573233
5702,0.000573267
5703,0.000573367
5704,0.000572933
5705,0.000573233
5706,0.000573233
5707,0.000573133
5708,0.000573133
5709,0.000573167
5710,0.0005733
5711,0.000573267
5712,0.0005732
5713,0.0005733
5714,0.000573233
5715,0.000573367
5716,0.000573267
5717,0.0005779
5718,0.000573267
5719,0.000573233
5720,0.000573167
5721,0.0005732
5722,0.000573267
5723,0.0005732
5724,0.000573233
5725,0.0005731
5726,0.000573233
5727,0.0005733
5728,0.000573167
5729,0.0005733
5730,0.000573267
5731,0.000573133
5732,0.000573267
5733,0.000573233
5734,0.0005732
5735,0.000573267
5736,0.0005733
5737,0.0005732
5738,0.000573267
5739,0.000573233
5740,0.0005732
5741,0.0005732
5742,0.000573233
5743,0.000573267
5744,0.0005732
5745,0.000573067
5746,0.0005732
5747,0.0005732
5748,0.000573233
5749,0.000573267
5750,0.000573267
5751,0.000573233
5752,0.000573367
5753,0.000573167
5754,0.000573267
5755,0.000573133
5756,0.000573367
5757,0.000573067
5758,0.000573233
5759,0.000573133
5760,0.0005733
5761,0.000573233
5762,0.0005732
5763,0.0005731
5764,0.000573233
5765,0.000573267
5766,0.0005733
5767,0.0005732
5768,0.000573267
5769,0.0005732
5770,0.000573267
5771,0.0005732
5772,0.000573233
5773,0.000587533
5774,0.0005733
5775,0.000573233
5776,0.000573367
5777,0.000573267
5778,0.000573233
5779,0.0005732
5780,0.000573367
5781,0.0005732
5782,0.0005733
5783,0.000582833
5784,0.000573167
5785,0.0005733
5786,0.0005733
5787,0.000577633
5788,0.000573167
5789,0.0005733
5790,0.000573233
5791,0.000573233
5792,0.0005733
5793,0.0005732
5794,0.000573233
5795,0.0005733
5796,0.000573167
5797,0.000573333
5798,0.0005733
5799,0.0005732
5800,0.000573133
5801,0.000573167
5802,0.000573267
5803,0.000573333
5804,0.000573233
5805,0.0005733
5806,0.000573233
5807,0.000573267
5808,0.0005733
5809,0.0005731
5810,0.000573167
5811,0.0005733
5812,0.0005732
5813,0.000573233
5814,0.000573233
5815,0.000573233
5816,0.0005733
5817,0.0005732
5818,0.000573233
5819,0.000573267
5820,0.000573233
5821,0.0005732
5822,0.0005731
5823,0.0005732
5824,0.000573333
5825,0.000573167
5826,0.0005732
5827,0.0005732
5828,0.000577967
5829,0.000573267
5830,0.0005778
5831,0.0005732
5832,0.000573333
5833,0.000573133
5834,0.000578067
5835,0.0005733
5836,0.000582767
5837,0.000577867
5838,0.000573233
5839,0.000573167
5840,0.000601967
5841,0.000578
5842,0.000592467
5843,0.0005876
5844,0.000582933
5845,0.000582833
5846,0.000597033
5847,0.000578067
5848,0.000578067
5849,0.000601867
5850,0.000601867
5851,0.000597233
5852,0.000601867
5853,0.000597
5854,0.0005971
5855,0.000606667
5856,0.000601867
5857,0.000597033
5858,0.000597267
5859,0.000601867
5860,0.0005974
5861,0.000606367
5862,0.000592533
5863,0.000601867
5864,0.0006067
5865,0.000611433
5866,0.000611467
5867,0.0006163
5868,0.000601967
5869,0.000616133
5870,0.000620967
5871,0.000635433
5872,0.000635333
5873,0.0006259
5874,0.000639867
5875,0.000626067
5876,0.000640167
5877,0.0006448
5878,0.000645033
5879,0.000644933
5880,0.000644867
5881,0.000635467
5882,0.000640267
5883,0.000644833
5884,0.0006446
5885,0.000645067
5886,0.000640267
5887,0.0006497
5888,0.0006592
5889,0.000659067
5890,0.000649833
5891,0.000649533
5892,0.000654533
5893,0.000645067
5894,0.0006545
5895,0.000664033
5896,0.000668667
5897,0.000649667
5898,0.000654533
5899,0.000663933
5900,0.000659267
5901,0.000659233
5902,0.0006592
5903,0.000678333
5904,0.0006688
5905,0.000664033
5906,0.000673633
5907,0.000678267
5908,0.000668933
5909,0.000683167
5910,0.000692533
5911,0.000692633
5912,0.000692633
5913,0.000711867
5914,0.000711767
5915,0.000711733
5916,0.000702267
5917,0.000707
5918,0.000716667
5919,0.000716633
5920,0.000711933
5921,0.0007166
5922,0.000716667
5923,0.0007118
5924,0.000716567
5925,0.000716567
5926,0.000716533
5927,0.000716633
5928,0.000716533
5929,0.0007166
5930,0.0007166
5931,0.000716533
5932,0.0007166
5933,0.0007166
5934,0.000716733
5935,0.000716533
5936,0.000716633
5937,0.000716733
5938,0.000716567
5939,0.0007165
5940,0.0007166
5941,0.0007166
5942,0.0007167
5943,0.000716633
5944,0.0007165
5945,0.0007167
5946,0.000716533
5947,0.000716533
5948,0.000716533
5949,0.0007167
5950,0.000716633
5951,0.000716633
5952,0.0007166
5953,0.000716567
5954,0.000716533
5955,0.000716467
5956,0.000716533
5957,0.0007166
5958,0.000716567
5959,0.000716633
5960,0.000716567
5961,0.000716633
5962,0.000716467
5963,0.000716733
5964,0.000716467
5965,0.000716633
5966,0.000716567
5967,0.000716633
5968,0.000716567
5969,0.000716633
5970,0.000716367
5971,0.0007167
5972,0.000716367
5973,0.000716633
5974,0.000716633
5975,0.000716467
5976,0.0007167
5977,0.000716567
5978,0.0007165
5979,0.0007169
5980,0.000716333
5981,0.000716733
5982,0.0007164
5983,0.000716733
5984,0.0007167
5985,0.000716567
5986,0.000716567
5987,0.000716633
5988,0.0007165
5989,0.000716767
5990,0.000716533
5991,0.000716567
5992,0.000711367
5993,0.000716567
5994,0.000716667
5995,0.000716633
5996,0.000716633
5997,0.000716533
5998,0.000716467
5999,0.000716567
6000,0.0007166
6001,0.000716633
6002,0.000716633
6003,0.000716667
6004,0.000716467
6005,0.0007166
6006,0.000716533
6007,0.0007167
6008,0.000716667
6009,0.0007166
6010,0.000716667
6011,0.000716667
6012,0.000716533
6013,0.000716533
6014,0.000716567
6015,0.000716633
6016,0.0007167
6017,0.000716467
6018,0.000716733
6019,0.000711833
6020,0.000716667
6021,0.000716667
6022,0.000716533
6023,0.0007165
6024,0.000716533
6025,0.0007119
6026,0.000716633
6027,0.0007118
6028,0.000711733
6029,0.0007165
6030,0.000702367
6031,0.0007167
6032,0.000711867
6033,0.000697267
6034,0.000707033
6035,0.000697533
6036,0.000711833
6037,0.0006926
6038,0.000692633
6039,0.000697667
6040,0.0006927
6041,0.0006926
6042,0.0006831
6043,0.0006842
6044,0.0006773
6045,0.0006975
6046,0.000678433
6047,0.000669867
6048,0.0006821
6049,0.000674533
6050,0.000668933
6051,0.000667933
6052,0.000664
6053,0.000664
6054,0.000673633
6055,0.0006735
6056,0.000674467
6057,0.0006593
6058,0.000663
6059,0.000684133
6060,0.000658267
6061,0.000654533
6062,0.000655433
6063,0.0006583
6064,0.000655533
6065,0.0006593
6066,0.000649667
6067,0.000644967
6068,0.0006497
6069,0.000653667
6070,0.000644933
6071,0.000645733
6072,0.000645
6073,0.000644933
6074,0.000648667
6075,0.000650567
6076,0.000645
6077,0.000645
6078,0.000648667
6079,0.000649733
6080,0.0006458
6081,0.000645
6082,0.000648833
6083,0.000641033
6084,0.000645
6085,0.000648733
6086,0.0006449
6087,0.000645767
6088,0.0006441
6089,0.000644933
6090,0.000645833
6091,0.0006401
6092,0.0006393
6093,0.000636333
6094,0.000640067
6095,0.0006403
6096,0.0006353
6097,0.000639233
6098,0.000641033
6099,0.000644067
6100,0.0006268
6101,0.0006401
6102,0.000639167
6103,0.000631533
6104,0.000635467
6105,0.000635267
6106,0.0006297
6107,0.000621133
6108,0.000630567
6109,0.000626733
6110,0.000634367
6111,0.000617033
6112,0.000616233
6113,0.0006162
6114,0.000615267
6115,0.0006068
6116,0.000622
6117,0.0006153
6118,0.000621033
6119,0.0006073
6120,0.000611733
6121,0.000601967
6122,0.000606733
6123,0.000600833
6124,0.000602867
6125,0.000602
6126,0.000600967
6127,0.0005981
6128,0.0005971
6129,0.000597133
6130,0.000606667
6131,0.0005963
6132,0.000598033
6133,0.0006019
6134,0.0006058
6135,0.000593233
6136,0.000606767
6137,0.000592167
6138,0.0005972
6139,0.0005875
6140,0.000592433
6141,0.000582867
6142,0.000582833
6143,0.0005782
6144,0.000582733
6145,0.0006106
6146,0.0006123
6147,0.000601933
6148,0.0006011
6149,0.000598
6150,0.000611267
6151,0.000592433
6152,0.000596267
6153,0.000597967
6154,0.0005828
6155,0.0005781
6156,0.000577967
6157,0.000573433
6158,0.0005731
6159,0.000578133
6160,0.0005779
6161,0.000573167
6162,0.000577967
6163,0.0005733
6164,0.0005732
6165,0.000577233
6166,0.0005788
6167,0.000573233
6168,0.0005732
6169,0.000573167
6170,0.000578067
6171,0.000578133
6172,0.000573167
6173,0.000573167
6174,0.000578033
6175,0.0005733
6176,0.0005732
6177,0.000573233
6178,0.000573233
6179,0.000573233
6180,0.000573133
6181,0.000573433
6182,0.000577933
6183,0.000573233
6184,0.0005732
6185,0.000573167
6186,0.000573233
6187,0.000573433
6188,0.000573167
6189,0.000573367
6190,0.000573033
6191,0.0005733
6192,0.0005732
6193,0.000573333
6194,0.000573367
6195,0.0005732
6196,0.0005732
6197,0.000572833
6198,0.000573233
6199,0.000573333
6200,0.000573267
6201,0.000572967
6202,0.0005735
6203,0.0005733
6204,0.0005731
6205,0.000573267
6206,0.000573033
6207,0.000573167
6208,0.000573633
6209,0.0005728
6210,0.000573233
6211,0.000573167
6212,0.0005735
6213,0.000572967
6214,0.000573367
6215,0.0005732
6216,0.000573333
6217,0.000573333
6218,0.000573267
6219,0.000573233
6220,0.000573267
6221,0.000573233
6222,0.000573467
6223,0.000572967
6224,0.000573333
6225,0.000573133
6226,0.000573233
6227,0.000573067
6228,0.000573267
6229,0.0005732
6230,0.0005732
6231,0.0005733
6232,0.0005732
6233,0.000573267
6234,0.000573367
6235,0.000573033
6236,0.000573333
6237,0.000573233
6238,0.0005733
6239,0.000573167
6240,0.0005733
6241,0.000573233
6242,0.000573267
6243,0.000573167
6244,0.000573367
6245,0.000573233
6246,0.0005876
6247,0.000573267
6248,0.000573267
6249,0.000573167
6250,0.0005733
6251,0.000573133
6252,0.000573133
6253,0.0005732
6254,0.000573233
6255,0.0005732
6256,0.000582833
6257,0.000573233
6258,0.000573233
6259,0.000573133
6260,0.000573333
6261,0.000573033
6262,0.000573233
6263,0.000573167
6264,0.000573267
6265,0.000573233
6266,0.000573333
